ward code,ward name,local authority code,local authority name,All usual residents,Females,Males,Lives in a household,Lives in a communal establishment,Area; Hectares,Density; persons per hectare,,,
E05014023,Tooting Bec,E09000032,Wandsworth,17001,9143,7858,16946,62,,,,,
E05014024,Tooting Broadway,E09000032,Wandsworth,17311,9163,8148,17275,36,,,,,
E05014025,Trinity,E09000032,Wandsworth,10905,5763,5142,10729,172,,,,,
E05014026,Wandle,E09000032,Wandsworth,10891,5757,5134,10876,7,,,,,
E05014027,Wandsworth Common,E09000032,Wandsworth,16605,8490,8115,15437,1165,,,,,
E05014028,Wandsworth Town,E09000032,Wandsworth,18072,9436,8636,18032,43,,,,,
E05014029,West Hill,E09000032,Wandsworth,16814,8847,7967,16482,329,,,,,
E05014030,West Putney,E09000032,Wandsworth,16949,9082,7867,16856,94,,,,,
E05013792,Abbey Road,E09000033,Westminster,12981,6860,6121,12982,0,,,,,
E05013793,Bayswater,E09000033,Westminster,12152,6209,5943,12015,136,,,,,
E05013794,Church Street,E09000033,Westminster,11666,6094,5572,11595,81,,,,,
E05013795,Harrow Road,E09000033,Westminster,11173,5935,5238,11173,1,,,,,
E05013796,Hyde Park,E09000033,Westminster,10112,5121,4991,9696,420,,,,,
E05013797,Knightsbridge & Belgravia,E09000033,Westminster,11192,6040,5152,10232,962,,,,,
E05013798,Lancaster Gate,E09000033,Westminster,11269,5742,5527,10896,360,,,,,
E05013799,Little Venice,E09000033,Westminster,10370,5400,4970,10363,7,,,,,
E05013800,Maida Vale,E09000033,Westminster,11696,6074,5622,11679,22,,,,,
E05013801,Marylebone,E09000033,Westminster,12422,6170,6252,12136,284,,,,,
E05013802,Pimlico North,E09000033,Westminster,10271,5025,5246,10142,132,,,,,
E05013803,Pimlico South,E09000033,Westminster,10563,5575,4988,10532,34,,,,,
E05013804,Queen's Park,E09000033,Westminster,12754,6753,6001,12753,8,,,,,
E05013805,Regent's Park,E09000033,Westminster,11809,6243,5566,11768,45,,,,,
E05013806,St James's,E09000033,Westminster,10076,4829,5247,9116,976,,,,,
E05013807,Vincent Square,E09000033,Westminster,10607,5518,5089,10329,273,,,,,
E05013808,West End,E09000033,Westminster,11246,5461,5785,10953,297,,,,,
E05013809,Westbourne,E09000033,Westminster,11857,6278,5579,11594,259,,,,,
